seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	1335537	1336061	.	-	1	ID=PFDSM3638_07225.p01;Parent=PFDSM3638_07225.t01;Name=PFDSM3638_07225;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012590.1;product=NADH-quinone oxidoreductase subunit C;protein_id=PRJNA382684:PFDSM3638_07225;transl_table=11;translation=length.174	CP023154	PFDSM3638_07225	PF1443
CP023154	GenBank	CDS	1336058	1336636	.	-	1	ID=PFDSM3638_07230.p01;Parent=PFDSM3638_07230.t01;Name=PFDSM3638_07230;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012591.1;product=NADH-quinone oxidoreductase subunit B;protein_id=PRJNA382684:PFDSM3638_07230;transl_table=11;translation=length.192	CP023154	PFDSM3638_07230	PF1444
CP023154	GenBank	CDS	1336647	1337576	.	-	1	ID=PFDSM3638_07235.p01;Parent=PFDSM3638_07235.t01;Name=PFDSM3638_07235;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012592.1;product=NADH dehydrogenase subunit;protein_id=PRJNA382684:PFDSM3638_07235;transl_table=11;translation=length.309	CP023154	PFDSM3638_07235	PF1445
CP023154	GenBank	CDS	1337580	1339436	.	-	1	ID=PFDSM3638_07240.p01;Parent=PFDSM3638_07240.t01;Name=PFDSM3638_07240;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012593.1;product=NADH-quinone oxidoreductase subunit M;protein_id=PRJNA382684:PFDSM3638_07240;transl_table=11;translation=length.618	CP023154	PFDSM3638_07240	PF1446
CP023154	GenBank	CDS	1339433	1340914	.	-	1	ID=PFDSM3638_07245.p01;Parent=PFDSM3638_07245.t01;Name=PFDSM3638_07245;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012594.1;product=proton-conducting membrane transporter;protein_id=PRJNA382684:PFDSM3638_07245;transl_table=11;translation=length.493	CP023154	PFDSM3638_07245	PF1447
CP023154	GenBank	CDS	1340911	1341255	.	-	1	ID=PFDSM3638_07250.p01;Parent=PFDSM3638_07250.t01;Name=PFDSM3638_07250;Note=subunit C of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011250172.1;product=cation:proton antiporter;protein_id=PRJNA382684:PFDSM3638_07250;transl_table=11;translation=length.114	CP023154	PFDSM3638_07250	PF1448
CP023154	GenBank	CDS	1341252	1341959	.	-	1	ID=PFDSM3638_07255.p01;Parent=PFDSM3638_07255.t01;Name=PFDSM3638_07255;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835415.1;product=cation:proton antiporter;protein_id=PRJNA382684:PFDSM3638_07255;transl_table=11;translation=length.235	CP023154	PFDSM3638_07255	PF1449
CP023154	GenBank	CDS	1341962	1342246	.	-	1	ID=PFDSM3638_07260.p01;Parent=PFDSM3638_07260.t01;Name=PFDSM3638_07260;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014734396.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07260;transl_table=11;translation=length.94	CP023154	PFDSM3638_07260	PF1450
CP023154	GenBank	CDS	1342243	1342617	.	-	1	ID=PFDSM3638_07265.p01;Parent=PFDSM3638_07265.t01;Name=PFDSM3638_07265;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012598.1;product=Na+/H+ antiporter subunit G;protein_id=PRJNA382684:PFDSM3638_07265;transl_table=11;translation=length.124	CP023154	PFDSM3638_07265	PF1451
CP023154	GenBank	CDS	1342614	1342868	.	-	1	ID=PFDSM3638_07270.p01;Parent=PFDSM3638_07270.t01;Name=PFDSM3638_07270;Note=subunit F of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015858324.1;product=cation:proton antiporter;protein_id=PRJNA382684:PFDSM3638_07270;transl_table=11;translation=length.84	CP023154	PFDSM3638_07270	PF1452
CP023154	GenBank	CDS	1342865	1343371	.	-	1	ID=PFDSM3638_07275.p01;Parent=PFDSM3638_07275.t01;Name=PFDSM3638_07275;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012600.1;product=Na+/H+ antiporter subunit E;protein_id=PRJNA382684:PFDSM3638_07275;transl_table=11;translation=length.168	CP023154	PFDSM3638_07275	PF1453
CP023154	GenBank	CDS	1343577	1345343	.	+	1	ID=PFDSM3638_07280.p01;Parent=PFDSM3638_07280.t01;Name=PFDSM3638_07280;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012601.1;product=radical SAM protein;protein_id=PRJNA382684:PFDSM3638_07280;transl_table=11;translation=length.588	CP023154	PFDSM3638_07280	PF1454
CP023154	GenBank	CDS	1345353	1345619	.	+	1	ID=PFDSM3638_07285.p01;Parent=PFDSM3638_07285.t01;Name=PFDSM3638_07285;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012602.1;product=DUF3213 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07285;transl_table=11;translation=length.88	CP023154	PFDSM3638_07285	PF1455
CP023154	GenBank	CDS	1345656	1346186	.	+	1	ID=PFDSM3638_07290.p01;Parent=PFDSM3638_07290.t01;Name=PFDSM3638_07290;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012603.1;product=N-acetyltransferase;protein_id=PRJNA382684:PFDSM3638_07290;transl_table=11;translation=length.176	CP023154	PFDSM3638_07290	PF1456
CP023154	GenBank	CDS	1346246	1346590	.	+	1	ID=PFDSM3638_07295.p01;Parent=PFDSM3638_07295.t01;Name=PFDSM3638_07295;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835416.1;product=glutaredoxin;protein_id=PRJNA382684:PFDSM3638_07295;transl_table=11;translation=length.114	CP023154	PFDSM3638_07295	PF1457
CP023154	GenBank	CDS	1346571	1347506	.	-	1	ID=PFDSM3638_07300.p01;Parent=PFDSM3638_07300.t01;Name=PFDSM3638_07300;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012605.1;product=carbohydrate kinase;protein_id=PRJNA382684:PFDSM3638_07300;transl_table=11;translation=length.311	CP023154	PFDSM3638_07300	PF1458
CP023154	GenBank	CDS	1347581	1349032	.	+	1	ID=PFDSM3638_07305.p01;Parent=PFDSM3638_07305.t01;Name=PFDSM3638_07305;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012606.1;product=fucose isomerase;protein_id=PRJNA382684:PFDSM3638_07305;transl_table=11;translation=length.483	CP023154	PFDSM3638_07305	PF1459
CP023154	GenBank	CDS	1349010	1350743	.	-	1	ID=PFDSM3638_07310.p01;Parent=PFDSM3638_07310.t01;Name=PFDSM3638_07310;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012607.1;product=glycogen debranching protein;protein_id=PRJNA382684:PFDSM3638_07310;transl_table=11;translation=length.577	CP023154	PFDSM3638_07310	PF1460
CP023154	GenBank	CDS	1350805	1352121	.	+	1	ID=PFDSM3638_07315.p01;Parent=PFDSM3638_07315.t01;Name=gatD;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012608.1;locus_tag=PFDSM3638_07315;product=Glu-tRNA(Gln) amidotransferase GatDE subunit D;protein_id=PRJNA382684:PFDSM3638_07315;transl_table=11;translation=length.438	CP023154	PFDSM3638_07315	PF1461
CP023154	GenBank	CDS	1352249	1352407	.	+	1	ID=PFDSM3638_07320.p01;Parent=PFDSM3638_07320.t01;Name=PFDSM3638_07320;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: protein motif:HMM:PF01954.14;product=DUF104 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07320;transl_table=11;translation=length.52	CP023154	PFDSM3638_07320	RS10720
CP023154	GenBank	CDS	1352460	1354346	.	+	1	ID=PFDSM3638_07325.p01;Parent=PFDSM3638_07325.t01;Name=PFDSM3638_07325;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012609.1;product=Glu-tRNA(Gln) amidotransferase GatDE subunit E;protein_id=PRJNA382684:PFDSM3638_07325;transl_table=11;translation=length.628	CP023154	PFDSM3638_07325	PF1462
CP023154	GenBank	CDS	1354509	1355042	.	+	1	ID=PFDSM3638_07330.p01;Parent=PFDSM3638_07330.t01;Name=PFDSM3638_07330;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835418.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07330;transl_table=11;translation=length.177	CP023154	PFDSM3638_07330	PF1463
CP023154	GenBank	CDS	1355039	1355860	.	+	1	ID=PFDSM3638_07335.p01;Parent=PFDSM3638_07335.t01;Name=PFDSM3638_07335;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012611.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07335;transl_table=11;translation=length.273	CP023154	PFDSM3638_07335	PF1464
CP023154	GenBank	CDS	1355839	1356633	.	+	1	ID=PFDSM3638_07340.p01;Parent=PFDSM3638_07340.t01;Name=PFDSM3638_07340;Note=Derived by automated computational analysis using gene prediction method: GeneMarkS+.;codon_start=1;inference=COORDINATES: ab initio prediction:GeneMarkS+;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07340;transl_table=11;translation=length.264	CP023154	PFDSM3638_07340	PF1465
CP023154	GenBank	CDS	1356522	1357022	.	+	1	ID=PFDSM3638_07345.p01;Parent=PFDSM3638_07345.t01;Name=PFDSM3638_07345;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012613.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07345;transl_table=11;translation=length.166	CP023154	PFDSM3638_07345	PF1466
CP023154	GenBank	CDS	1356997	1357512	.	+	1	ID=PFDSM3638_07350.p01;Parent=PFDSM3638_07350.t01;Name=PFDSM3638_07350;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012614.1;product=ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_07350;transl_table=11;translation=length.171	CP023154	PFDSM3638_07350	PF1467
CP023154	GenBank	CDS	1358036	1359316	.	+	1	ID=PFDSM3638_07365.p01;Parent=PFDSM3638_07365.t01;Name=PFDSM3638_07365;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012616.1;product=dicarboxylate/amino acid:cation symporter;protein_id=PRJNA382684:PFDSM3638_07365;transl_table=11;translation=length.426	CP023154	PFDSM3638_07365	PF1469
CP023154	GenBank	CDS	1359267	1360445	.	-	1	ID=PFDSM3638_07370.p01;Parent=PFDSM3638_07370.t01;Name=PFDSM3638_07370;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012617.1;product=radical SAM protein;protein_id=PRJNA382684:PFDSM3638_07370;transl_table=11;translation=length.392	CP023154	PFDSM3638_07370	PF1470
CP023154	GenBank	CDS	1360508	1361089	.	+	1	ID=PFDSM3638_07375.p01;Parent=PFDSM3638_07375.t01;Name=PFDSM3638_07375;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012618.1;product=ATPase;protein_id=PRJNA382684:PFDSM3638_07375;transl_table=11;translation=length.193	CP023154	PFDSM3638_07375	PF1471
CP023154	GenBank	CDS	1361086	1362237	.	-	1	ID=PFDSM3638_07380.p01;Parent=PFDSM3638_07380.t01;Name=PFDSM3638_07380;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012619.1;product=alanine--glyoxylate aminotransferase family protein;protein_id=PRJNA382684:PFDSM3638_07380;transl_table=11;translation=length.383	CP023154	PFDSM3638_07380	PF1472
CP023154	GenBank	CDS	1362257	1362952	.	+	1	ID=PFDSM3638_07385.p01;Parent=PFDSM3638_07385.t01;Name=PFDSM3638_07385;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012620.1;product=serine/threonine protein kinase;protein_id=PRJNA382684:PFDSM3638_07385;transl_table=11;translation=length.231	CP023154	PFDSM3638_07385	PF1473
CP023154	GenBank	CDS	1362935	1363231	.	-	1	ID=PFDSM3638_07390.p01;Parent=PFDSM3638_07390.t01;Name=PFDSM3638_07390;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012621.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07390;transl_table=11;translation=length.98	CP023154	PFDSM3638_07390	PF1474
CP023154	GenBank	CDS	1363296	1363451	.	+	1	ID=PFDSM3638_07395.p01;Parent=PFDSM3638_07395.t01;Name=PFDSM3638_07395;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012622.1;product=50S ribosomal protein L40e;protein_id=PRJNA382684:PFDSM3638_07395;transl_table=11;translation=length.51	CP023154	PFDSM3638_07395	PF1475
CP023154	GenBank	CDS	1363452	1363778	.	-	1	ID=PFDSM3638_07400.p01;Parent=PFDSM3638_07400.t01;Name=PFDSM3638_07400;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835422.1;product=PadR family transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_07400;transl_table=11;translation=length.108	CP023154	PFDSM3638_07400	PF1476
CP023154	GenBank	CDS	1363903	1365591	.	-	1	ID=PFDSM3638_07405.p01;Parent=PFDSM3638_07405.t01;Name=PFDSM3638_07405;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014789400.1;product=methylmalonyl-CoA mutase;protein_id=PRJNA382684:PFDSM3638_07405;transl_table=11;translation=length.562	CP023154	PFDSM3638_07405	PF1477
CP023154	GenBank	CDS	1365738	1365968	.	+	1	ID=PFDSM3638_07410.p01;Parent=PFDSM3638_07410.t01;Name=PFDSM3638_07410;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012625.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07410;transl_table=11;translation=length.76	CP023154	PFDSM3638_07410	PF1478
CP023154	GenBank	CDS	1366250	1366771	.	+	1	ID=PFDSM3638_07415.p01;Parent=PFDSM3638_07415.t01;Name=PFDSM3638_07415;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012626.1;product=oxidoreductase;protein_id=PRJNA382684:PFDSM3638_07415;transl_table=11;translation=length.173	CP023154	PFDSM3638_07415	PF1479
CP023154	GenBank	CDS	1366782	1368656	.	+	1	ID=PFDSM3638_07420.p01;Parent=PFDSM3638_07420.t01;Name=PFDSM3638_07420;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835423.1;product=aldehyde ferredoxin oxidoreductase;protein_id=PRJNA382684:PFDSM3638_07420;transl_table=11;translation=length.624	CP023154	PFDSM3638_07420	NA
CP023154	GenBank	CDS	1368729	1369160	.	+	1	ID=PFDSM3638_07425.p01;Parent=PFDSM3638_07425.t01;Name=PFDSM3638_07425;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012628.1;product=osmotically inducible protein C;protein_id=PRJNA382684:PFDSM3638_07425;transl_table=11;translation=length.143	CP023154	PFDSM3638_07425	PF1481
CP023154	GenBank	CDS	1369194	1369415	.	+	1	ID=PFDSM3638_07430.p01;Parent=PFDSM3638_07430.t01;Name=PFDSM3638_07430;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012629.1;product=MoaD/ThiS family protein;protein_id=PRJNA382684:PFDSM3638_07430;transl_table=11;translation=length.73	CP023154	PFDSM3638_07430	PF1482
CP023154	GenBank	CDS	1369816	1370544	.	+	1	ID=PFDSM3638_07440.p01;Parent=PFDSM3638_07440.t01;Name=PFDSM3638_07440;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012630.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07440;transl_table=11;translation=length.242	CP023154	PFDSM3638_07440	PF1483
CP023154	GenBank	CDS	1370714	1371403	.	-	1	ID=PFDSM3638_07450.p01;Parent=PFDSM3638_07450.t01;Name=PFDSM3638_07450;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: protein motif:HMM:TIGR00024;product=metallophosphoesterase;protein_id=PRJNA382684:PFDSM3638_07450;transl_table=11;translation=length.229	CP023154	PFDSM3638_07450	PF1484
CP023154	GenBank	CDS	1371621	1371908	.	+	1	ID=PFDSM3638_07460.p01;Parent=PFDSM3638_07460.t01;Name=PFDSM3638_07460;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014121868.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07460;transl_table=11;translation=length.95	CP023154	PFDSM3638_07460	PF1485
CP023154	GenBank	CDS	1371919	1372311	.	+	1	ID=PFDSM3638_07465.p01;Parent=PFDSM3638_07465.t01;Name=PFDSM3638_07465;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012633.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07465;transl_table=11;translation=length.130	CP023154	PFDSM3638_07465	PF1486
CP023154	GenBank	CDS	1372302	1373225	.	-	1	ID=PFDSM3638_07470.p01;Parent=PFDSM3638_07470.t01;Name=PFDSM3638_07470;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012634.1;product=tRNA 4-thiouridine(8) synthase ThiI;protein_id=PRJNA382684:PFDSM3638_07470;transl_table=11;translation=length.307	CP023154	PFDSM3638_07470	PF1487
CP023154	GenBank	CDS	1373315	1373983	.	+	1	ID=PFDSM3638_07475.p01;Parent=PFDSM3638_07475.t01;Name=PFDSM3638_07475;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012635.1;product=TIGR00703 family protein;protein_id=PRJNA382684:PFDSM3638_07475;transl_table=11;translation=length.222	CP023154	PFDSM3638_07475	PF1488
CP023154	GenBank	CDS	1374029	1374571	.	+	1	ID=PFDSM3638_07480.p01;Parent=PFDSM3638_07480.t01;Name=PFDSM3638_07480;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012636.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07480;transl_table=11;translation=length.180	CP023154	PFDSM3638_07480	PF1489
CP023154	GenBank	CDS	1374557	1375204	.	-	1	ID=PFDSM3638_07485.p01;Parent=PFDSM3638_07485.t01;Name=PFDSM3638_07485;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012637.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07485;transl_table=11;translation=length.215	CP023154	PFDSM3638_07485	PF1490
CP023154	GenBank	CDS	1375284	1375487	.	+	1	ID=PFDSM3638_07490.p01;Parent=PFDSM3638_07490.t01;Name=PFDSM3638_07490;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905912.1;product=30S ribosomal protein S17e;protein_id=PRJNA382684:PFDSM3638_07490;transl_table=11;translation=length.67	CP023154	PFDSM3638_07490	PF1491
CP023154	GenBank	CDS	1375484	1375888	.	-	1	ID=PFDSM3638_07495.p01;Parent=PFDSM3638_07495.t01;Name=gcvH;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_048146698.1;locus_tag=PFDSM3638_07495;product=glycine cleavage system protein H;protein_id=PRJNA382684:PFDSM3638_07495;transl_table=11;translation=length.134	CP023154	PFDSM3638_07495	PF1492
CP023154	GenBank	CDS	1375952	1376413	.	+	1	ID=PFDSM3638_07500.p01;Parent=PFDSM3638_07500.t01;Name=PFDSM3638_07500;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012640.1;product=metal-binding protein;protein_id=PRJNA382684:PFDSM3638_07500;transl_table=11;translation=length.153	CP023154	PFDSM3638_07500	PF1493
CP023154	GenBank	CDS	1376504	1377067	.	+	1	ID=PFDSM3638_07505.p01;Parent=PFDSM3638_07505.t01;Name=PFDSM3638_07505;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014835425.1;product=DUF996 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07505;transl_table=11;translation=length.187	CP023154	PFDSM3638_07505	PF1494
CP023154	GenBank	CDS	1377041	1378114	.	-	1	ID=PFDSM3638_07510.p01;Parent=PFDSM3638_07510.t01;Name=PFDSM3638_07510;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012642.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07510;transl_table=11;translation=length.357	CP023154	PFDSM3638_07510	PF1495
CP023154	GenBank	CDS	1378129	1379145	.	-	1	ID=PFDSM3638_07515.p01;Parent=PFDSM3638_07515.t01;Name=PFDSM3638_07515;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012643.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07515;transl_table=11;translation=length.338	CP023154	PFDSM3638_07515	PF1496
CP023154	GenBank	CDS	1379217	1380413	.	+	1	ID=PFDSM3638_07520.p01;Parent=PFDSM3638_07520.t01;Name=PFDSM3638_07520;Note=catalyzes the transamination of pyruvate or with glutamate%3B activity is seen with alanine%2C glutamate%2C and aspartate with either 2-oxoglutarate or pyruvate as the amino acceptor%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012644.1;product=alanine aminotransferase;protein_id=PRJNA382684:PFDSM3638_07520;transl_table=11;translation=length.398	CP023154	PFDSM3638_07520	PF1497
CP023154	GenBank	CDS	1381127	1381546	.	+	1	ID=PFDSM3638_07540.p01;Parent=PFDSM3638_07540.t01;Name=PFDSM3638_07540;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012645.1;product=RNA-binding protein;protein_id=PRJNA382684:PFDSM3638_07540;transl_table=11;translation=length.139	CP023154	PFDSM3638_07540	PF1498
CP023154	GenBank	CDS	1381550	1382002	.	+	1	ID=PFDSM3638_07545.p01;Parent=PFDSM3638_07545.t01;Name=PFDSM3638_07545;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015858810.1;product=30S ribosomal protein S19e;protein_id=PRJNA382684:PFDSM3638_07545;transl_table=11;translation=length.150	CP023154	PFDSM3638_07545	PF1499
CP023154	GenBank	CDS	1382067	1382345	.	+	1	ID=PFDSM3638_07550.p01;Parent=PFDSM3638_07550.t01;Name=PFDSM3638_07550;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012647.1;product=photosystem reaction center subunit H;protein_id=PRJNA382684:PFDSM3638_07550;transl_table=11;translation=length.92	CP023154	PFDSM3638_07550	PF1500
CP023154	GenBank	CDS	1382342	1382953	.	+	1	ID=PFDSM3638_07555.p01;Parent=PFDSM3638_07555.t01;Name=PFDSM3638_07555;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012648.1;product=DUF447 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_07555;transl_table=11;translation=length.203	CP023154	PFDSM3638_07555	PF1501
CP023154	GenBank	CDS	1382933	1384495	.	-	1	ID=PFDSM3638_07560.p01;Parent=PFDSM3638_07560.t01;Name=PFDSM3638_07560;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012649.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_07560;transl_table=11;translation=length.520	CP023154	PFDSM3638_07560	PF1502
CP023154	GenBank	CDS	1384492	1384827	.	-	1	ID=PFDSM3638_07565.p01;Parent=PFDSM3638_07565.t01;Name=PFDSM3638_07565;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014734352.1;product=Holliday junction resolvase;protein_id=PRJNA382684:PFDSM3638_07565;transl_table=11;translation=length.111	CP023154	PFDSM3638_07565	PF1503
CP023154	GenBank	CDS	1384730	1387672	.	+	1	ID=PFDSM3638_07570.p01;Parent=PFDSM3638_07570.t01;Name=PFDSM3638_07570;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011012651.1;product=large helicase;protein_id=PRJNA382684:PFDSM3638_07570;transl_table=11;translation=length.980	CP023154	PFDSM3638_07570	PF1504
